"","store_name","borough","year","store_address","latitude","longitude","type"
"1","Rivas Deli Grocery","Bronx",2013,"651 East 183rd Street",40.852568,-73.887484,"healthy store"
"2","C-Town","Bronx",2013,"1761 Southern Boulevard",40.837267,-73.888016,"healthy store"
"3","La India Mini Market","Bronx",2013,"1942 Marmion Avenue",40.842942,-73.887136,"healthy store"
"4","Los Hermanos","Bronx",2013,"2019 Vyse Avenue",40.842391,-73.881835,"healthy store"
"5","Price Choice Food Market","Bronx",2013,"820 East 180th Street",40.846173,-73.884871,"healthy store"
"6","D&A Deli Grocery","Bronx",2013,"1155 East Tremont Avenue",40.839889,-73.875193,"healthy store"
"7","Lucky Star Gourmet Deli","Bronx",2013,"856 East 188th Street",NA,NA,"healthy store"
"8","Food Choice","Bronx",2013,"333 East 184th Street",40.858274,-73.896071,"healthy store"
"9","Cache Grocery","Bronx",2013,"804 East 178th Street",40.844534,-73.887046,"healthy store"
"10","Associated Supermarket","Bronx",2013,"1334 Louis Nine Boulevard",40.831535,-73.892337,"healthy store"
"11","AZ Deli","Bronx",2013,"1093A Southern Boulevard",40.825924,-73.89193,"healthy store"
"12","EEJ Deli","Bronx",2013,"550 East 187th Street",40.856385,-73.889152,"healthy store"
"13","Santana","Bronx",2013,"4664 Park Avenue",40.85817,-73.892869,"healthy store"
"14","FineFare","Bronx",2013,"1472 Boston Road",40.834235,-73.894884,"healthy store"
"15","Deli Grocery","Bronx",2013,"275 East Kingsbridge Road",40.863691,-73.894244,"healthy store"
"16","965 Castillo Meat and Produce","Bronx",2013,"965 East 172nd Street",40.833364,-73.887683,"healthy store"
"17","Santos","Bronx",2013,"2641 Bainbridge Avenue",40.864814,-73.892048,"healthy store"
"18","Alondra Food Corp.","Bronx",2013,"838 East 180th Street",40.8457,-73.883911,"healthy store"
"19","Brianelly","Bronx",2013,"2308 Washington Avenue",40.855606,-73.892808,"healthy store"
"20","Emerald Food Store","Bronx",2013,"2709-11 Briggs Avenue",40.866359,-73.891673,"healthy store"
"21","Bx Supermarket/Compare Foods","Bronx",2013,"312 E. 194th Street",40.864421,-73.891799,"healthy store"
"22","1030 Deli & Food Corp","Bronx",2013,"1030 East Tremont Avenue",40.840342,-73.88087,"healthy store"
"23","Kelvin Food Mart, Inc","Bronx",2013,"724 East 187th Street",40.853885,-73.883578,"healthy store"
"24","Stop One","Bronx",2013,"2431 Hoffman Street",40.856754,-73.887821,"healthy store"
"25","A-Mart","Bronx",2013,"2433 Hoffman Street",40.856922,-73.887672,"healthy store"
"26","Modern Food","Bronx",2013,"2385 Arthur Avenue",40.855237,-73.887849,"healthy store"
"27","Mickey & Elvis College","Bronx",2013,"717 East 187th Street",40.854025,-73.883997,"healthy store"
"28","Bronx Zoo Deli Corp","Bronx",2013,"732 East 187th Street",40.85375,-73.883112,"healthy store"
"29","548 Gourmet Deli","Bronx",2013,"548 East 183rd Street",40.854186,-73.891042,"healthy store"
"30","Danery's Grocery Corp.","Bronx",2013,"765 East 175th Street",40.841486,-73.891125,"healthy store"
"31","Will Grocery & Meat Market","Bronx",2013,"1492 Vyse Avenue",40.833029,-73.888186,"healthy store"
"32","A & G Gourmet Deli","Bronx",2013,"2132 Mohegan Avenue",40.84641,-73.882688,"healthy store"
"33","Caña Arriba","Bronx",2013,"1465 Bryant Avenue",40.831953,-73.887823,"healthy store"
"34","885 East Tremont Deli","Bronx",2013,"885 East Tremont Avenue",40.842463,-73.885123,"healthy store"
"35","Tejada Castillo Food Corporation","Bronx",2013,"1675 Boston Road",40.836404,-73.889409,"healthy store"
"36","Tony's Family","Bronx",2013,"526 East 183rd Street",40.854678,-73.891945,"healthy store"
"37","Compare Foods","Bronx",2013,"2477 Valentine Avenue",40.861705,-73.896135,"healthy store"
"38","20/20 Deli","Bronx",2014,"1120 Southern Boulevard",40.827058,-73.891896,"healthy store"
"39","543 Deli","Bronx",2014,"543 Southern Boulevard",40.812296,-73.90361,"healthy store"
"40","908 Garcia Fruit and Grocery","Bronx",2014,"908 East 163rd Street",40.821006,-73.898026,"healthy store"
"41","Alan Deli Grocery","Bronx",2014,"798 East 170th Street",40.833138,-73.89559,"healthy store"
"42","Amelia Grocery","Bronx",2014,"954 Prospect Avenue",40.822611,-73.900391,"healthy store"
"43","Asociados Meat Market","Bronx",2014,"1025 Westchester Avenue",40.824114,-73.893017,"healthy store"
"44","Celia","Bronx",2014,"966 Longwood Avenue",40.817424,-73.898101,"healthy store"
"45","Crystal Grocery","Bronx",2014,"1090 Longfellow Avenue",40.826005,-73.887826,"healthy store"
"46","Deli Farm Meat and Grocery","Bronx",2014,"850 Longwood Avenue",40.819376,-73.901378,"healthy store"
"47","Fair Farm","Bronx",2014,"950 Westchester Avenue",40.822388,-73.896326,"healthy store"
"48","Genao Food Store","Bronx",2014,"926 Intervale Avenue",40.819868,-73.896605,"healthy store"
"49","Home Street Deli","Bronx",2014,"892-894 Home Street",40.828317,-73.89464,"healthy store"
"50","Ivoire African Market","Bronx",2014,"1339 Prospect Avenue",40.829569,-73.897522,"healthy store"
"51","J&W Food Center","Bronx",2014,"990 Leggett Avenue",40.814565,-73.899875,"healthy store"
"52","Los Hermanos Meat & Grocery","Bronx",2014,"501B Jackson Avenue",40.812032,-73.909517,"healthy store"
"53","Luis & Angie Deli Grocery","Bronx",2014,"976 Prospect Avenue",40.823362,-73.900079,"healthy store"
"54","Paulino Deli Grocery","Bronx",2014,"798 Hunts Point Avenue",40.816509,-73.887878,"healthy store"
"55","REAL Supermarket","Bronx",2014,"818 Westchester Ave. (795 Prospect Ave.)",40.819173,-73.902571,"healthy store"
"56","Salgados Superette","Bronx",2014,"1131 West Farms Road",40.82643,-73.890307,"healthy store"
"57","South Side Food","Bronx",2014,"726 East 152nd Street",40.816005,-73.907976,"healthy store"
"58","Super Deli Grocery Store","Bronx",2014,"740 East 149th Street",40.813082,-73.908389,"healthy store"
"59","Torres Meat & Grocery","Bronx",2014,"950 Longwood Avenue",40.817614,-73.898415,"healthy store"
"60","Union Foods","Bronx",2014,"835 East152nd Street",40.815242,-73.904242,"healthy store"
"61","3368 Cypress Deli & Grocery","Brooklyn",2015,"3368 Fulton Street",40.683854,-73.871439,"healthy store"
"62","Apple Deli and Grill","Brooklyn",2015,"1203 Sutter Avenue",40.672551,-73.873509,"healthy store"
"63","Bangla Supermarket","Brooklyn",2015,"1211 Liberty Avenue",40.678988,-73.864858,"healthy store"
"64","Claribel Deli & Grocery","Brooklyn",2015,"241 Ridgewood Avenue",40.683696,-73.87966,"healthy store"
"65","Dari's Grocery","Brooklyn",2015,"224 Lincoln Avenue",40.684755,-73.869599,"healthy store"
"66","Decayagua Deli Grocery","Brooklyn",2015,"290 Arlington Avenue",40.680961,-73.883826,"healthy store"
"67","Dumont Deli & Grocery","Brooklyn",2015,"690 Linwood St.",40.668497,-73.88122,"healthy store"
"68","Four Star Supermarket","Brooklyn",2015,"1075 Liberty Avenue",40.678354,-73.869546,"healthy store"
"69","Fulton Gourmet Deli and Grill","Brooklyn",2015,"3336 Fulton St",40.683548,-73.872518,"healthy store"
"70","J and J Grocery","Brooklyn",2015,"1055 Blake Avenue",40.670136,-73.879335,"healthy store"
"71","J R Grocery","Brooklyn",2015,"944 Hegeman Avenue",40.665825,-73.877941,"healthy store"
"72","J.T. Deli Grocery","Brooklyn",2015,"1145 Glenmore Avenue",40.677497,-73.866563,"healthy store"
"73","Los Chamona Deli Grocery","Brooklyn",2015,"576 Ridgewood Avenue",40.686622,-73.867839,"healthy store"
"74","Luna Grocery","Brooklyn",2015,"1082 Hegeman Avenue",40.667838,-73.873244,"healthy store"
"75","MACO Food Corp.","Brooklyn",2015,"1018 Belmont Avenue",40.674146,-73.871458,"healthy store"
"76","Melendez Deli Grocery","Brooklyn",2015,"145 Euclid Avenue",40.685225,-73.874621,"healthy store"
"77","Mike's Grocery Corp.","Brooklyn",2015,"1268 Sutter Avenue",40.672872,-73.871161,"healthy store"
"78","My Neighborhood Grocery","Brooklyn",2015,"385 Chestnut Street",40.677517,-73.873983,"healthy store"
"79","New Way Grocery","Brooklyn",2015,"145 Ridgewood Avenue",40.68303,-73.883368,"healthy store"
"80","Reyes & G Mini Market","Brooklyn",2015,"120 Autumn Avenue",40.687414,-73.871065,"healthy store"
"81","Sutter Grocery","Brooklyn",2015,"978 Sutter Avenue",40.671237,-73.882578,"healthy store"
"82","1879 Deli Carter Corp","Bronx",2015,"1879 Carter Avenue",40.847427,-73.901861,"healthy store"
"83","Anthony's Place Deli Grocery","Bronx",2015,"306 East 178 Street",40.849999,-73.902497,"healthy store"
"84","Aurora Deli Grocery","Bronx",2015,"150 East 174 STREET",40.844842,-73.909679,"healthy store"
"85","C & T Deli Grocery","Bronx",2015,"2275 Washington Avenue",40.854929,-73.89342,"healthy store"
"86","Concourse Food Plaza","Bronx",2015,"2096 Grand Concourse",40.854042,-73.902295,"healthy store"
"87","C-Town","Bronx",2015,"229 East Tremont Avenue",40.848997,-73.904772,"healthy store"
"88","C-Town","Bronx",2015,"309 East Burnside Avenue",40.850588,-73.901133,"healthy store"
"89","Deli Grocery","Bronx",2015,"2236 Grand Concourse",40.856256,-73.90064,"healthy store"
"90","El Abanico Deli Grocery Corp.","Bronx",2015,"214 East 180 Street",40.853232,-73.901971,"healthy store"
"91","Fresh Food Deli Grocery","Bronx",2015,"2179 Washington Avenue",40.853505,-73.89442,"healthy store"
"92","J.J.N. Corp Deli Grocery","Bronx",2015,"1512 Washington Avenue",40.837956,-73.90315,"healthy store"
"93","Jade Food Center","Bronx",2015,"3822 3 AVENUE",40.837875,-73.901412,"healthy store"
"94","Los Primos Grocery","Bronx",2015,"1965 Webster Avenue",40.849462,-73.899949,"healthy store"
"95","Los Primos Grocery","Bronx",2015,"1798 Crotona Avenue",40.842792,-73.893526,"healthy store"
"96","Mills Grocery","Bronx",2015,"1570 Bathgate Avenue",40.838762,-73.901563,"healthy store"
"97","Naranjal Grocery","Bronx",2015,"200 East Tremont Avenue",40.84911,-73.905415,"healthy store"
"98","Omale New York Grocery","Bronx",2015,"2172 Crotona Avenue",40.850259,-73.88648,"healthy store"
"99","Vasquez Deli Grocery","Bronx",2015,"1959 Clinton Avenue",40.845028,-73.890002,"healthy store"
"100","Webster Food Corp","Bronx",2015,"2031 Webster Avenue",40.85091,-73.899032,"healthy store"
"101","Almontaser Enterprises LLC","Brooklyn",2016,"2792 Fulton Street",40.678053,-73.891478,"healthy store"
"102","Habibi Gourmet Deli","Brooklyn",2016,"2761 Fulton Street",40.677879,-73.892772,"healthy store"
"103","J & K Grocery","Brooklyn",2016,"2737 Fulton Street",40.677742,-73.893678,"healthy store"
"104","La Vega Grocery","Brooklyn",2016,"2772 Fulton Street",40.677936,-73.892268,"healthy store"
"105","Marien Groceries Corp.","Brooklyn",2016,"99 Jamaica Avenue",40.678656,-73.896416,"healthy store"
"106","One Apple Grocery Store","Brooklyn",2016,"609 Wilson Avenue",40.69016,-73.907173,"healthy store"
"107","Plaza Meat Market","Brooklyn",2016,"100 Cooper Street",40.68619,-73.908898,"healthy store"
"108","Shorty Meat Farm","Brooklyn",2016,"2949 Fulton Street",40.679552,-73.885909,"healthy store"
"109","Sunny Supermarket","Brooklyn",2016,"200 Jamaica Avenue",40.68039,-73.892682,"healthy store"
"110","VLT Mini Market Inc.","Brooklyn",2016,"2837 Fulton Street",40.678348,-73.889747,"healthy store"
"111","Comidas Dominicanas Capellan Deli","Manhattan",2015,"1626 Park Avenue",40.798917,-73.943533,"healthy store"
"112","Deli Superette","Manhattan",2015,"1858 Lexington Avenue",40.798118,-73.942006,"healthy store"
"113","Puchito Grocery","Manhattan",2015,"2122 2nd Avenue",40.792642,-73.940956,"healthy store"
"114","Annabelle Deli","Manhattan",2015,"2121 2nd Avenue",40.792729,-73.940913,"healthy store"
"115","Juice Bar Deli","Manhattan",2015,"308 East 116th Street",40.796768,-73.937236,"healthy store"
"116","Mini Market Corps","Manhattan",2015,"1690 Lexington Avenue",40.79235,-73.946215,"healthy store"
"117","Madison Deli and Grocery","Manhattan",2015,"1550 Madison Avenue",40.792753,-73.950144,"healthy store"
"118","El Tepeyac Grocery","Manhattan",2015,"1621 Lexington Avenue",40.789922,-73.947961,"healthy store"
"119","Mi Mexico Mini Market","Manhattan",2015,"172 East 104th Street",40.790605,-73.946469,"healthy store"
"120","East Side Gourmet Deli","Manhattan",2015,"1863 3rd Avenue",40.789515,-73.946163,"healthy store"
"121","2015 Food Deli","Manhattan",2015,"2015 1st Avenue",40.788176,-73.941133,"healthy store"
"122","JJ Food  Market","Manhattan",2015,"153 East 99th Street",40.78771,-73.949288,"healthy store"
"123","Deli Mini Mart","Manhattan",2015,"339 East 115th Street",40.79565,-73.936703,"healthy store"
"124","Cherry Deli Gourmet","Manhattan",2015,"1575 Lexington Avenue",40.78874,-73.948825,"healthy store"
"125","Cherry Valley Market","Manhattan",2015,"309 East 115th Street",40.796167,-73.937941,"healthy store"
"126","Super Fi Emporium","Manhattan",2015,"1635 Lexington Avenue",40.790501,-73.947538,"healthy store"
"127","NYC Fresh Market","Manhattan",2015,"1656 Madison Avenue",40.796358,-73.947512,"healthy store"
"128","Fine Fare","Manhattan",2015,"1718 Madison Avenue",40.798265,-73.94612,"healthy store"
"129","City Fresh Market","Manhattan",2015,"235 East 106th Street",40.791026,-73.943359,"healthy store"
"130","1408 Deli & Grocery Corp.","Bronx",2016,"1408 Fulton Avenue",40.834741,-73.901771,"healthy store"
"131","2009 Melissa Deli Corp.","Bronx",2016,"621 East 170th Street",40.834199,-73.900167,"healthy store"
"132","99 Cent Deli Square","Bronx",2016,"3754 3rd AVE",40.836328,-73.902603,"healthy store"
"133","Associated Supermarket","Bronx",2016,"724 East 161st Street",40.821432,-73.905183,"healthy store"
"134","Baraka African Market","Bronx",2016,"1345 Webster Avenue",40.835103,-73.908051,"healthy store"
"135","College Ave.  Deli and Market Inc.","Bronx",2016,"288 East 168th Street",40.833333,-73.912802,"healthy store"
"136","First Food Market","Bronx",2016,"3706 3rd Avenue",40.835694,-73.903052,"healthy store"
"137","Food Bazaar","Bronx",2016,"535 East 170th Street",40.834931,-73.903144,"healthy store"
"138","La Hermadad Supermarket Inc.","Bronx",2016,"193 McClellan Street",40.832698,-73.917847,"healthy store"
"139","M&G Food Corp.","Bronx",2016,"391 East 167th Street",40.830862,-73.910897,"healthy store"
"140","Soumandji Meat Fish Market","Bronx",2016,"381 East 169th Street",40.834317,-73.909953,"healthy store"
"141","Z&F Deli Grocery","Bronx",2016,"3321 Third Avenue",40.826215,-73.907857,"healthy store"
"142","Angelic Grocery and Deli Corp","Brooklyn",2016,"305 Jerome St",40.67425,-73.886974,"healthy store"
"143","Dama Food Market","Brooklyn",2016,"2303 Pitkin Avenue",40.673169,-73.887315,"healthy store"
"144","Danilo's Corp Deli Grocery","Brooklyn",2016,"731 Schenck Avenue",40.662374,-73.884828,"healthy store"
"145","George Deli & Grocery","Brooklyn",2016,"710 Georgia Avenue",40.659602,-73.893566,"healthy store"
"146","JLC Deli Grocery","Brooklyn",2016,"653 Liberty Avenue",40.676038,-73.885551,"healthy store"
"147","Melissa Meat Market","Brooklyn",2016,"772 Sutter Avenue",40.670122,-73.890085,"healthy store"
"148","Quezada Deli Grocery","Brooklyn",2016,"570 Van Siclen Avenue",40.66582,-73.888567,"healthy store"
"149","Sajoma Deli Grocery","Brooklyn",2016,"772 Miller Avenue",40.661971,-73.887788,"healthy store"
"150","VA Grocery & Deli Corp  
(Brother's Mini Market)","Brooklyn",2016,"207 Hull Street",40.679876,-73.908009,"healthy store"
"151","Wild Olive Market","Manhattan",2016,"10 East 125th Street",40.806215,-73.941807,"healthy store"
"152","Juan Calito Meat Corp./City Fresh","Manhattan",2016,"2212 3rd Avenue",40.80083,-73.937926,"healthy store"
"153","Prince Deli Grocery","Manhattan",2016,"1461 5th Avenue",40.80211,-73.945394,"healthy store"
"154","TSM 2ND Ave Gourmet Deli","Manhattan",2016,"248 East 119th street",40.799408,-73.937479,"healthy store"
"155","Fine Fare Supermarket","Manhattan",2016,"2330 1st Avenue",40.798278,-73.933731,"healthy store"
"156","Abdur Sami","Manhattan",2016,"2262 2nd Avenue",40.797155,-73.937651,"healthy store"
"157","Mis Hijos","Manhattan",2016,"2401 2nd Avenue",40.801484,-73.934425,"healthy store"
"158","Oasis Gourmet Deli","Manhattan",2016,"1966 Madison Avenue",40.806313,-73.94024,"healthy store"
"159","Tasty Pick Deli & Grocery","Manhattan",2016,"1878 Lexington Avenue",40.799256,-73.941171,"healthy store"
"160","K&O Deli Grocery","Manhattan",2016,"2288 2nd Avenue",40.797964,-73.937061,"healthy store"
"161","Finest Food Corp","Manhattan",2016,"315 Pleasant Avenue",40.795599,-73.932769,"healthy store"
"162","2001 GOURMET DELI","Bronx",2017,"2001 CLINTON AVE",40.846375,-73.888858,"healthy store"
"163","347 CHABELY DELI GROCERY","Bronx",2017,"347 E 173RD ST",40.84345,-73.905202,"healthy store"
"164","AMIGOS GROCERY","Bronx",2017,"551 EAST 172ND ST",40.839504,-73.899545,"healthy store"
"165","FELINO GROCERY","Bronx",2017,"1836 ANTHONY AVE",40.847412,-73.903704,"healthy store"
"166","FELOMAR GROCERY STORE","Bronx",2017,"154 E 175TH ST",40.846798,-73.908111,"healthy store"
"167","HABIBI DELI","Bronx",2017,"2070 CLINTON AVE",40.847236,-73.888101,"healthy store"
"168","LOS PALMARITOS DELI GROCERY","Bronx",2017,"2080 VALENTINE AVE",40.852753,-73.899897,"healthy store"
"169","PAULINO GROCERY","Bronx",2017,"4378 3RD AVE",40.850821,-73.893958,"healthy store"
"170","SAER & JAMAL MARKET 2","Bronx",2017,"563 E TREMONT AVE",40.846509,-73.894814,"healthy store"
"171","305 GROCERY DELI","Bronx",2017,"305 EAST 181ST ST",40.854045,-73.899172,"healthy store"
"172","551 REY FOOD","Bronx",2017,"551 E 178TH ST",40.847528,-73.894599,"healthy store"
"173","ALANTE ALANTE DELI GROCERY","Bronx",2017,"207 MT HOPE PL",40.848385,-73.905951,"healthy store"
"174","BANESA DELI GROCERY 2","Bronx",2017,"2007 ANTHONY AVE",40.851468,-73.902885,"healthy store"
"175","BODEGA BUILT","Bronx",2017,"601 EAST 180TH STREET",40.849394,-73.891375,"healthy store"
"176","CHICKEN DELI GROCERY","Bronx",2017,"555 EAST 180TH ST",40.850351,-73.893326,"healthy store"
"177","ZAEL DELI & GROCERY","Bronx",2017,"2160 TIEBOUT AVE",40.854091,-73.898554,"healthy store"
"178","FINE FARE SUPERMARKET","Bronx",2017,"708 E TREMONT AVE",40.845227,-73.890771,"healthy store"
"179","269 MINI MARKET & DELI","Bronx",2017,"269 E BURNSIDE AVE",40.851333,-73.902133,"healthy store"
"180","JR 2121 DELI GROCERY","Bronx",2017,"2121 BELMONT AVE",40.849172,-73.889446,"healthy store"
"181","LA ANTILLANA MEAT WAREHOUSE","Bronx",2017,"245 E TREMONT AVE",40.848922,-73.904407,"healthy store"
"182","OJ DELI GROCERY","Bronx",2017,"230 E 174TH ST",40.84472,-73.907427,"healthy store"
"183","LA BODEGUITA DE ROSAURA","Bronx",2017,"160 E 174TH ST",40.844817,-73.909238,"healthy store"
"184","EXPRESS MARKET","Bronx",2017,"469 E TREMONT AVE",40.847075,-73.898247,"healthy store"
"185","3 Sisters Deli Grocery","Brooklyn",2017,"269 Dumont Ave",40.664065,-73.909566,"healthy store"
"186","702 Livonia Ave Deli","Brooklyn",2017,"702 Rockaway Ave",40.662769,-73.908984,"healthy store"
"187","Chester Food Market","Brooklyn",2017,"241 Blake Ave",40.665518,-73.910487,"healthy store"
"188","MJT Grocery Store","Brooklyn",2017,"666 Rockaway Ave",40.663255,-73.909106,"healthy store"
"189","Blessings Food Corp.","Brooklyn",2017,"578 Rockaway Ave",40.665951,-73.909795,"healthy store"
"190","Rockaway Deli Food Corp.","Brooklyn",2017,"674 Rockaway Ave",40.663148,-73.909077,"healthy store"
"191","El Especial Deli & Gril","Brooklyn",2017,"774 Rockaway Ave",40.66071,-73.908457,"healthy store"
"192","Friendly Food & Grocery","Brooklyn",2017,"784 Saratoga Ave",40.661305,-73.91542,"healthy store"
"193","Sanaa Express Grocery","Brooklyn",2017,"245 Riverdale Ave",40.661129,-73.907812,"healthy store"
"194","Cherry Valley","Brooklyn",2017,"381 Mother Gaston Blvd",40.669745,-73.906859,"healthy store"
"195","Jamao Grocery","Brooklyn",2017,"174 Blake Ave",40.665097,-73.913206,"healthy store"
"196","Los Primos Grocery","Brooklyn",2017,"57 Sutter Ave",40.665613,-73.920587,"healthy store"
"197","39 Lott Grocery","Brooklyn",2017,"39 Lott Ave",40.657233,-73.912564,"healthy store"
"198","51 Deli & Grocery NYC","Brooklyn",2017,"51 Hegeman Ave",40.655828,-73.910331,"healthy store"
"199","77 Hegeman Mini Market","Brooklyn",2017,"77 Hegeman Ave",40.655981,-73.909322,"healthy store"
"200","Glen Deli & Grocery","Brooklyn",2017,"55 Hegeman Ave",40.655883,-73.909981,"healthy store"
"201","Associated supermarket","Brooklyn",2017,"103 Hegeman Ave",40.656153,-73.908172,"healthy store"
"202","Hidayat Deli Grocery","Brooklyn",2017,"1111 Rutland Rd",40.664805,-73.923119,"healthy store"
"203","T&L Deli & Grocery","Brooklyn",2017,"1067 Rutland Rd",40.663944,-73.924439,"healthy store"
"204","Bravo Supermarket","Brooklyn",2017,"80 E 93Rd St",40.662455,-73.926964,"healthy store"
"205","Associated Supermarket","Brooklyn",2017,"190 E 98th St",40.66264,-73.92032,"healthy store"
"206","Boston MiniMarket","Brooklyn",2017,"9424 Kings Highway",40.658474,-73.920581,"healthy store"
"207","Clarkson Food","Brooklyn",2017,"1125 Clarkson Ave",40.660467,-73.92113,"healthy store"
"208","New Way Supermarket","Brooklyn",2017,"1167 Lenox Rd",40.659951,-73.917592,"healthy store"
"209","Star Two Deli","Brooklyn",2017,"994 Winthrop St",40.659738,-73.926577,"healthy store"
"210","Ameer Food Market","Brooklyn",2017,"9527 Church Ave",40.655331,-73.916044,"healthy store"
"211","El Flaco Food","Brooklyn",2017,"1093 Linden Blvd",40.654327,-73.917775,"healthy store"
"212","La Linda Deli Grocery","Brooklyn",2017,"1157 Willmohr St",40.658163,-73.915979,"healthy store"
"213","9323 Linden Deli Food","Brooklyn",2017,"9323 Church Ave",40.654538,-73.917263,"healthy store"
"214","420 Royal Deli","Brooklyn",2017,"420B Mother Gaston Blvd",40.668668,-73.906604,"healthy store"
"215","Leonardo Deli Grocery","Brooklyn",2017,"441 Mother Gaston Blvd",40.668248,-73.906479,"healthy store"
"216","C-Town","Brooklyn",2017,"29 Belmont Ave",40.668607,-73.909221,"healthy store"
"217","Moreno Mini Market","Brooklyn",2017,"113 Belmont Ave",40.669077,-73.906038,"healthy store"
"218","Bridge Deli & Grocery","Brooklyn",2017,"1861 Pitkin Ave",40.670686,-73.904064,"healthy store"
"219","Eye Deli & Grocery","Brooklyn",2017,"1540 E New York Ave",40.672108,-73.911243,"healthy store"
"220","Family Express Deli & Grocery","Brooklyn",2017,"112 Watkins St",40.670289,-73.90803,"healthy store"
"221","Golden Deli","Brooklyn",2017,"1569 E New York Ave",40.672599,-73.910121,"healthy store"
"222","New Friends Gourmet Deli","Brooklyn",2017,"1788 Pitkin Ave",40.670222,-73.907074,"healthy store"
"223","Yoha Mini Market","Brooklyn",2017,"78 Thatford Ave",40.670019,-73.909865,"healthy store"
"224","Pitikin Ave Deli & Grocery","Brooklyn",2017,"1801 Pitkin Ave",40.670326,-73.906487,"healthy store"
"225","Ideal Food Basket","Brooklyn",2017,"1488 Pitkin Ave",40.668494,-73.91872,"healthy store"
"226","Caba Deli Grocery","Brooklyn",2017,"1419 E New York Ave",40.67024,-73.915567,"healthy store"
"227","El Cibao","Brooklyn",2017,"38 Herzl St",40.669062,-73.915457,"healthy store"
"228","Shop Fair Supermarket","Brooklyn",2017,"256 Livonia Ave",40.662618,-73.908433,"healthy store"
"229","Food Bazaar","Brooklyn",2017,"417 Junius St",40.664415,-73.901629,"healthy store"
"230","Pioneer Supermarket","Brooklyn",2017,"455 Sutter Ave",40.66833,-73.90229,"healthy store"
"231","Airon Food Market","Brooklyn",2017,"44 New Lots Ave",40.657215,-73.903452,"healthy store"
"232","Giselle Mini Market","Brooklyn",2017,"1697 E New York Ave",40.674615,-73.905514,"healthy store"
"233","Powell Supermarket","Brooklyn",2017,"323 Powell St",40.666434,-73.90314,"healthy store"
"234","Green Village Meat Farm","Brooklyn",2017,"229 Tapscott St",40.662211,-73.919589,"healthy store"
"235","Cherry Valley Supermarket","Manhattan",2017,"1968 2nd Ave",40.787585,-73.944655,"healthy store"
"236","Dave’s Gourmet","Manhattan",2017,"1944 1st Ave",40.786099,-73.942612,"healthy store"
"237","Family 1st Deli","Manhattan",2017,"2105 1st Ave",40.791007,-73.939069,"healthy store"
"238","Gold Deli","Manhattan",2017,"126 E 103rd St.",40.790581,-73.948343,"healthy store"
"239","L&O Deli Grocery","Manhattan",2017,"1618 Madison Ave",40.795008,-73.948495,"healthy store"
"240","La Constenita Grocery","Manhattan",2017,"2175 2nd Ave",40.794249,-73.939799,"healthy store"
"241","Luna Food Market","Manhattan",2017,"2121 1st Ave",40.791658,-73.938591,"healthy store"
"242","Lucky Corner Deli & Pro","Manhattan",2017,"2137 2nd Ave",40.793056,-73.94067,"healthy store"
"243","Mr. Moe’s Deli","Manhattan",2017,"2001 3rd Ave",40.793985,-73.942905,"healthy store"
"244",".NYC Fresh Market","Manhattan",2017,"1660 Madison Ave",40.796457,-73.947439,"healthy store"
"245","Raspberry Deli","Manhattan",2017,"2127 2nd Ave",40.792853,-73.940822,"healthy store"
"246","East Harlem Grocery","Manhattan",2017,"85 E 110th St.",40.795771,-73.946725,"healthy store"
"247","Sun & Moon Deli","Manhattan",2017,"142 E 112th St.",40.796145,-73.943676,"healthy store"
"248","Garden Gourmet","Manhattan",2017,"2019 1st Ave",40.788417,-73.94096,"healthy store"
"249","2037 Meat & Grocery","Manhattan",2017,"2037 2nd Ave",40.789717,-73.943111,"healthy store"
"250","Oxford 2 Deli Grocery","Manhattan",2017,"2024 2nd Ave",40.789379,-73.943332,"healthy store"
"251","Fine Fare Supermarket","Manhattan",2017,"1891 3rd Ave",40.790544,-73.945411,"healthy store"
"252","Asunan Inc.","Manhattan",2017,"1665 Lexington Ave",40.79131,-73.946949,"healthy store"
"253","1705 Deli Grocery","Manhattan",2017,"1705 Lexington Ave",40.792765,-73.945886,"healthy store"
"254","Lex & 103rd Inc.","Manhattan",2017,"1629 Lexington Ave",40.790216,-73.947744,"healthy store"
"255","Uptown Supermarket","Manhattan",2017,"1588 Madison Ave",40.793982,-73.949243,"healthy store"
"256","Manhattan Haat Baazar","Manhattan",2017,"165 East 106th St.",40.791966,-73.945594,"healthy store"
"257","Third Avenue Gourmet","Manhattan",2017,"2105 Third Ave",40.797447,-73.94037,"healthy store"
"258","New King Deli Grocery Corp.","Manhattan",2017,"23 East 115th St.",40.799415,-73.945645,"healthy store"
"259","Little Mexico Meat Grocery","Manhattan",2017,"2119 Third Ave",40.797752,-73.94015,"healthy store"
"260","Paniagua Deli Grocery","Manhattan",2017,"203 East 115th St.",40.797233,-73.940432,"healthy store"
"261","Family Deli & Grill","Manhattan",2018,"2266 1st Avenue",40.796341,-73.935152,"healthy store"
"262","Taino Sunrise Corp","Manhattan",2018,"2254 Third Avenue",40.802142,-73.936967,"healthy store"
"263","Natural Food Deli Inc.","Manhattan",2018,"2181 3rd Avenue",40.79979,-73.938645,"healthy store"
"264","Harlem Health Food Gourment","Manhattan",2018,"2239 1st Avenue",40.795419,-73.935847,"healthy store"
"265","1663 Park Avenue Mini Market Corp","Manhattan",2018,"1663 Park Avenue",40.800201,-73.942557,"healthy store"
